V101,veto_app,rep,dem,ind,pres_app,cong_app,ed,ideol,weight,pres_cong_diff,cong_rate,cong_rate2,house_know,senate_know,chamber_know,news_int,pres_bin,cong_bin,col_grad
302379333,1,0,1,0,3,2,6,1,1.115655469,1,1,1,1,1,2,4,1,0,1
302510528,NA,0,1,0,2,2,2,0,1.586266643,0,1,1,0,0,0,3,0,0,0
302602907,1,0,1,0,2,3,3,0,0.681368733,-1,1,2,0,0,0,1,0,1,0
302641225,2,0,1,0,3,1,5,1,0.997450981,2,1,1,1,1,2,4,1,0,1
302744683,2,0,1,0,NA,1,2,-1,0.352363942,NA,1,1,0,0,0,3,NA,0,0
303100754,2,0,1,0,3,1,2,0,1.531624657,2,1,1,1,1,2,4,1,0,0
303215637,2,0,1,0,3,NA,6,0,0.894719601,NA,0,0,0,0,0,3,1,NA,1
303268121,0,0,1,0,3,2,4,0,0.946776301,1,1,1,1,1,2,4,1,0,0
303316893,-1,0,1,0,3,3,5,1,0.836007216,0,1,2,1,0,1,4,1,1,1
303359871,1,0,1,0,4,2,3,1,4.685700015,2,1,1,1,1,2,4,1,0,0
303386947,1,0,1,0,4,3,4,-2,1.065865589,1,1,2,0,0,0,4,1,1,0
303473471,1,0,1,0,2,2,5,0,1.065312787,0,1,1,1,0,1,1,0,0,1
303991981,0,0,1,0,3,4,2,-1,1.774588354,-1,1,2,0,0,0,4,1,1,0
304251410,-1,0,1,0,4,3,3,0,0.288983509,1,1,2,0,1,1,3,1,1,0
304383672,2,0,1,0,4,3,3,-1,0.704450466,1,1,2,0,0,0,3,1,1,0
304654289,1,0,1,0,3,NA,2,1,3.886350262,NA,0,0,0,0,0,4,1,NA,0
305063498,-1,0,1,0,1,1,2,0,1.740074288,0,1,1,0,0,0,3,0,0,0
302486419,-1,0,1,0,4,3,3,1,1.068956415,1,1,2,1,1,2,4,1,1,0
302518537,1,0,1,0,4,1,2,1,1.156854516,3,1,1,1,1,2,4,1,0,0
302522193,2,0,1,0,4,1,5,1,0.54434918,3,1,1,1,1,2,4,1,0,1
302526062,2,0,1,0,4,1,5,0,0.753725657,3,1,1,1,1,2,4,1,0,1
302632637,-1,0,1,0,4,2,2,2,0.509065465,2,1,1,0,0,0,3,1,0,0
302788272,1,0,1,0,4,3,5,-2,0.426175915,1,1,2,0,0,0,4,1,1,1
302885059,2,0,1,0,4,2,6,0,0.997371653,2,1,1,1,1,2,4,1,0,1
303020930,2,0,1,0,4,1,4,1,0.831511944,3,1,1,1,1,2,4,1,0,0
303057532,1,0,1,0,4,1,3,2,1.076507484,3,1,1,1,1,2,3,1,0,0
303111136,2,0,1,0,4,1,5,0,1.193234777,3,1,1,1,1,2,4,1,0,1
303263546,2,0,1,0,4,1,4,1,0.334976363,3,1,1,1,0,1,3,1,0,0
303293565,1,0,1,0,4,3,5,0,0.141731308,1,1,2,0,0,0,3,1,1,1
303311527,1,0,1,0,4,3,5,1,0.402189761,1,1,2,0,0,0,3,1,1,1
303332640,2,0,1,0,3,4,6,2,0.654926647,-1,1,2,1,0,1,4,1,1,1
303333447,1,0,1,0,4,2,3,2,0.361066798,2,1,1,1,1,2,3,1,0,0
303381075,0,0,1,0,4,1,2,0,0.214683973,3,1,1,0,1,1,NA,1,0,0
303432162,1,0,1,0,3,1,5,1,0.997450981,2,1,1,1,1,2,4,1,0,1
303450338,1,0,1,0,4,2,3,1,1.487322067,2,1,1,1,1,2,4,1,0,0
303483821,1,0,1,0,3,2,5,1,0.997450981,1,1,1,1,1,2,4,1,0,1
303484274,-1,0,1,0,3,3,4,2,1.578381452,0,1,2,1,0,1,3,1,1,0
303490547,2,0,1,0,4,3,2,1,0.336086024,1,1,2,0,0,0,2,1,1,0
303491075,0,0,1,0,2,1,2,2,0.441183155,1,1,1,1,1,2,3,0,0,0
303520535,2,0,1,0,4,2,3,0,0.254379277,2,1,1,0,1,1,3,1,0,0
303520920,1,0,1,0,4,1,2,1,1.156854516,3,1,1,1,1,2,4,1,0,0
303535465,2,0,1,0,4,1,4,1,1.659226252,3,1,1,0,0,0,4,1,0,0
303606281,1,0,1,0,4,2,6,2,0.336502554,2,1,1,1,1,2,2,1,0,1
303646861,2,0,1,0,3,4,6,1,0.578838745,-1,1,2,0,0,0,4,1,1,1
303668665,1,0,1,0,3,3,6,0,0.618486305,0,1,2,1,0,1,3,1,1,1
303680197,2,0,1,0,4,4,6,0,0.578838745,0,1,2,1,0,1,4,1,1,1
304061472,1,0,1,0,2,4,5,1,0.55895883,-2,1,2,1,0,1,2,0,1,1
304070936,2,0,1,0,4,2,3,-1,0.709440389,2,1,1,1,1,2,4,1,0,0
304227153,2,0,1,0,3,2,2,1,1.531624657,1,1,1,1,1,2,4,1,0,0
304673794,1,0,1,0,4,2,5,1,0.400168839,2,1,1,1,1,2,2,1,0,1
304675405,1,0,1,0,4,1,6,2,0.613567902,3,1,1,0,1,1,4,1,0,1
304761320,0,0,1,0,4,NA,2,1,0.797329791,NA,0,0,0,0,0,2,1,NA,0
304956433,2,0,1,0,4,1,6,0,0.65604502,3,1,1,1,1,2,4,1,0,1
305007020,2,0,1,0,4,3,2,-1,0.03991635,1,1,2,1,1,2,NA,1,1,0
305270781,2,0,1,0,4,NA,1,-1,6.907204832,NA,0,0,0,0,0,3,1,NA,0
302433103,2,0,0,1,1,2,3,-1,1.797280512,-1,1,1,1,1,2,4,0,0,0
302485842,NA,0,0,1,1,1,2,-1,1.408232302,0,1,1,0,0,0,1,0,0,0
302511045,2,0,0,1,1,1,3,0,0.659035251,0,1,1,1,1,2,4,0,0,0
302684361,2,0,0,1,1,1,6,0,0.719177501,0,1,1,1,0,1,4,0,0,1
302774027,2,0,0,1,1,1,3,0,1.560557223,0,1,1,1,1,2,4,0,0,0
302885124,2,0,0,1,1,1,6,-2,0.705804173,0,1,1,1,1,2,4,0,0,1
302966214,-2,0,0,1,1,1,2,-1,1.391704444,0,1,1,0,1,1,4,0,0,0
303184684,-2,0,0,1,1,1,6,0,0.389491682,0,1,1,0,1,1,2,0,0,1
303319716,2,0,0,1,1,3,5,0,0.261255425,-2,1,2,1,1,2,4,0,1,1
303335763,0,0,0,1,3,2,6,0,0.339958484,1,1,1,0,0,0,2,1,0,1
303367064,0,0,0,1,NA,NA,2,0,1.628667307,NA,0,0,0,0,0,3,NA,NA,0
303864602,0,0,0,1,3,1,4,0,0.502663496,2,1,1,1,0,1,2,1,0,0
304104490,1,0,0,1,1,2,3,0,0.6116172,-1,1,1,1,1,2,4,0,0,0
304772372,1,0,0,1,NA,1,2,0,1.064404178,NA,1,1,1,1,2,3,NA,0,0
305007265,1,0,0,1,1,3,3,0,0.988957369,-2,1,2,0,0,0,3,0,1,0
301409306,1,0,1,0,4,1,4,2,0.630387685,3,1,1,1,1,2,4,1,0,0
302522430,2,0,1,0,1,1,5,1,0.735657337,0,1,1,1,1,2,4,0,0,1
302527756,1,0,1,0,4,1,5,0,0.997450981,3,1,1,1,1,2,4,1,0,1
302600699,1,0,1,0,3,3,3,2,0.26558207,0,1,2,0,0,0,3,1,1,0
302601651,-1,0,1,0,3,3,2,1,0.67761002,0,1,2,1,0,1,3,1,1,0
302956850,2,0,1,0,3,1,3,0,0.991987833,2,1,1,1,0,1,4,1,0,0
303060240,2,0,1,0,2,1,5,0,0.733673377,1,1,1,0,0,0,4,0,0,1
303122308,2,0,1,0,4,2,5,0,2.588686363,2,1,1,1,1,2,4,1,0,1
303213776,1,0,1,0,3,3,2,-1,2.187324206,0,1,2,1,1,2,3,1,1,0
303219073,2,0,1,0,4,2,2,0,0.231014351,2,1,1,0,0,0,3,1,0,0
303301740,2,0,1,0,3,1,6,0,0.289590054,2,1,1,1,1,2,3,1,0,1
304527141,2,0,1,0,4,1,3,1,0.42142981,3,1,1,1,1,2,4,1,0,0
305148972,1,0,1,0,4,3,3,0,2.4905819,1,1,2,1,1,2,4,1,1,0
303541863,1,0,0,1,3,2,5,1,0.160635617,1,1,1,0,0,0,3,1,0,1
301366673,2,0,0,1,4,1,2,0,1.531624657,3,1,1,1,1,2,4,1,0,0
302510471,1,0,0,1,2,1,4,0,2.455996767,1,1,1,0,1,1,3,0,0,0
303831589,-1,0,0,1,2,2,2,-1,1.83496254,0,1,1,0,0,0,2,0,0,0
304250361,2,0,0,1,NA,4,2,-1,0.20756531,NA,1,2,1,0,1,NA,NA,1,0
303123930,NA,0,0,1,1,2,3,-1,0.34969184,-1,1,1,1,0,1,4,0,0,0
303630540,NA,0,0,1,1,2,3,-2,0.22264033,-1,1,1,1,1,2,4,0,0,0
305387183,2,0,0,1,1,1,1,0,0.652052789,0,1,1,1,1,2,4,0,0,0
304099639,2,0,1,0,2,1,5,2,0.282006217,1,1,1,1,1,2,4,0,0,1
302524620,2,1,0,0,1,1,6,-1,1.312418827,0,1,1,1,1,2,4,0,0,1
302630381,2,1,0,0,1,2,5,0,0.735657337,-1,1,1,1,1,2,4,0,0,1
302837317,2,1,0,0,1,3,3,-1,1.145707964,-2,1,2,1,1,2,4,0,1,0
302873179,-1,1,0,0,1,1,2,0,0.884989832,0,1,1,1,1,2,4,0,0,0
302979974,1,1,0,0,1,1,4,0,0.92408017,0,1,1,1,1,2,4,0,0,0
303063019,2,1,0,0,1,2,5,-1,1.807178627,-1,1,1,1,1,2,4,0,0,1
303128094,-1,1,0,0,1,1,2,-1,1.04575003,0,1,1,1,1,2,4,0,0,0
303185295,1,1,0,0,2,2,2,0,0.722678006,0,1,1,0,0,0,1,0,0,0
303566255,-2,1,0,0,3,1,2,0,3.005876581,2,1,1,0,1,1,2,1,0,0
304286563,-2,1,0,0,2,3,3,-1,0.757132397,-1,1,2,1,0,1,3,0,1,0
302414336,0,1,0,0,1,1,3,-2,0.295430215,0,1,1,1,1,2,4,0,0,0
302514640,2,1,0,0,1,2,6,-2,0.182783282,-1,1,1,1,1,2,4,0,0,1
302605223,0,1,0,0,1,1,5,-2,0.224153825,0,1,1,1,1,2,4,0,0,1
302778739,2,1,0,0,1,1,5,-2,0.239564377,0,1,1,1,1,2,4,0,0,1
303440545,0,1,0,0,2,NA,6,-1,0.151810703,NA,0,0,0,0,0,1,0,NA,1
305698090,-1,1,0,0,1,1,4,-2,1.605915648,0,1,1,1,1,2,4,0,0,0
302569570,0,1,0,0,1,1,5,0,1.155668335,0,1,1,1,1,2,4,0,0,1
302629951,1,1,0,0,3,3,5,1,0.691670421,0,1,2,0,1,1,3,1,1,1
302746533,2,1,0,0,1,2,5,-1,1.365597832,-1,1,1,1,1,2,4,0,0,1
302895211,-1,1,0,0,1,2,3,-1,1.223364555,-1,1,1,1,1,2,4,0,0,0
302999845,0,1,0,0,1,2,5,-1,1.441701347,-1,1,1,1,0,1,4,0,0,1
303098542,0,1,0,0,1,2,2,-1,0.531652881,-1,1,1,1,1,2,3,0,0,0
303200253,2,1,0,0,4,3,6,0,0.368468147,1,1,2,1,1,2,4,1,1,1
303215921,2,1,0,0,4,2,2,NA,0.280706977,2,1,1,1,1,2,3,1,0,0
303319899,1,1,0,0,3,2,3,1,0.502663496,1,1,1,0,0,0,2,1,0,0
303468571,-2,1,0,0,1,2,3,-1,0.520260492,-1,1,1,0,1,1,3,0,0,0
303609547,0,1,0,0,3,3,6,-2,0.122169943,0,1,2,1,0,1,3,1,1,1
303679684,-2,1,0,0,1,1,2,-1,1.04575003,0,1,1,1,1,2,4,0,0,0
304158168,1,1,0,0,1,1,3,-1,0.390748605,0,1,1,0,1,1,1,0,0,0
304186372,0,1,0,0,2,3,2,0,0.469859757,-1,1,2,0,1,1,2,0,1,0
304466298,0,1,0,0,2,3,5,0,0.384644391,-1,1,2,1,1,2,3,0,1,1
304674816,-1,1,0,0,1,3,6,-1,0.989807113,-2,1,2,1,1,2,4,0,1,1
301514984,1,1,0,0,1,2,2,-2,0.895596608,-1,1,1,1,1,2,3,0,0,0
302513899,1,1,0,0,1,2,6,-1,1.100650169,-1,1,1,1,1,2,4,0,0,1
302595211,-2,1,0,0,1,2,5,-2,0.971880462,-1,1,1,1,0,1,4,0,0,1
302610639,2,1,0,0,1,3,6,-2,0.481730184,-2,1,2,1,1,2,4,0,1,1
302611975,-2,1,0,0,1,1,5,-1,0.929054648,0,1,1,1,1,2,4,0,0,1
302621100,1,1,0,0,1,2,2,-1,1.642803157,-1,1,1,1,1,2,4,0,0,0
302738445,-2,1,0,0,1,3,3,-2,0.430149825,-2,1,2,1,1,2,2,0,1,0
302970938,-1,1,0,0,1,2,3,-1,1.145707964,-1,1,1,1,1,2,4,0,0,0
303006840,-2,1,0,0,1,2,2,-1,1.766461702,-1,1,1,1,0,1,4,0,0,0
303113554,-2,1,0,0,1,2,2,-2,0.603936351,-1,1,1,0,0,0,4,0,0,0
303144582,NA,1,0,0,1,3,5,-2,0.770610157,-2,1,2,1,1,2,2,0,1,1
303205305,-1,1,0,0,1,NA,3,-1,1.799830367,NA,0,0,1,0,1,4,0,NA,0
303341804,2,1,0,0,4,3,2,-1,1.177127975,1,1,2,1,1,2,4,1,1,0
303367765,1,1,0,0,3,3,2,0,1.154709149,0,1,2,1,0,1,3,1,1,0
303487624,-2,1,0,0,1,2,2,-1,1.642803157,-1,1,1,1,1,2,4,0,0,0
303492884,2,1,0,0,1,3,1,-2,3.706177151,-2,1,2,1,1,2,4,0,1,0
303605993,1,1,0,0,1,1,3,-1,1.145707964,0,1,1,1,0,1,4,0,0,0
303661664,-2,1,0,0,1,1,2,-1,1.257844824,0,1,1,0,0,0,3,0,0,0
303894975,0,1,0,0,1,1,2,-1,1.04575003,0,1,1,0,1,1,4,0,0,0
304353682,NA,1,0,0,1,3,2,1,1.246815617,-2,1,2,0,0,0,2,0,1,0
305031252,-1,1,0,0,1,3,2,-1,4.789236797,-2,1,2,1,1,2,3,0,1,0
303172695,NA,NA,NA,NA,3,3,5,0,0.495311922,0,1,2,1,1,2,2,1,1,1
303334161,1,NA,NA,NA,1,1,2,-2,0.448237807,0,1,1,1,1,2,1,0,0,0
303460031,1,NA,NA,NA,4,3,2,NA,0.26125581,1,1,2,0,0,0,3,1,1,0
305277422,1,NA,NA,NA,4,3,2,-1,5.325275525,1,1,2,0,0,0,3,1,1,0
303409693,1,NA,NA,NA,4,4,5,NA,0.631813139,0,1,2,1,0,1,3,1,1,1
302522542,0,0,1,0,4,2,3,1,0.383287132,2,1,1,1,1,2,3,1,0,0
302637878,2,0,1,0,3,NA,3,0,0.3983721,NA,0,0,0,0,0,2,1,NA,0
303215469,1,0,1,0,4,2,6,1,0.862673811,2,1,1,0,1,1,3,1,0,1
303247336,2,0,1,0,4,4,3,0,0.42076341,0,1,2,1,1,2,1,1,1,0
303477004,1,0,1,0,1,2,3,1,1.032668424,-1,1,1,1,0,1,4,0,0,0
303606380,2,0,1,0,4,1,5,2,0.923947122,3,1,1,1,1,2,4,1,0,1
303817312,-1,0,1,0,1,1,3,0,0.696539122,0,1,1,1,0,1,1,0,0,0
305282366,1,0,1,0,4,1,2,0,0.541916862,3,1,1,0,0,0,2,1,0,0
301412721,2,0,1,0,4,1,6,2,0.723139275,3,1,1,1,1,2,4,1,0,1
301422647,2,0,1,0,4,1,6,1,1.137943174,3,1,1,1,1,2,4,1,0,1
302520677,NA,0,1,0,4,4,2,-2,0.297687688,0,1,2,0,0,0,3,1,1,0
302593969,1,0,1,0,4,3,5,2,0.16280587,1,1,2,1,1,2,3,1,1,1
303060528,0,0,1,0,4,3,5,1,0.216035793,1,1,2,0,0,0,3,1,1,1
303289833,2,0,1,0,4,4,2,0,0.384946309,0,1,2,0,0,0,4,1,1,0
303302496,1,0,1,0,4,4,4,1,0.629535069,0,1,2,0,0,0,3,1,1,0
303302767,1,0,1,0,3,3,4,0,0.629535069,0,1,2,0,0,0,3,1,1,0
303450643,2,0,1,0,4,1,5,1,0.995435907,3,1,1,1,1,2,3,1,0,1
303609917,1,0,1,0,2,4,6,1,0.384268439,-2,1,2,0,1,1,3,0,1,1
303630132,2,0,1,0,3,3,3,0,0.696399702,0,1,2,1,1,2,4,1,1,0
303657172,2,0,1,0,4,4,3,1,0.596414038,0,1,2,1,0,1,3,1,1,0
303936939,2,0,1,0,3,3,5,1,0.090221107,0,1,2,1,0,1,3,1,1,1
303989532,2,0,1,0,3,4,5,-1,0.279072215,-1,1,2,1,0,1,4,1,1,1
304446298,2,0,1,0,4,2,5,1,1.064242123,2,1,1,1,1,2,4,1,0,1
302513374,-2,0,0,1,1,1,5,0,1.618962441,0,1,1,1,1,2,4,0,0,1
302881709,NA,0,0,1,2,2,5,0,1.220072672,0,1,1,1,1,2,4,0,0,1
303374338,2,0,0,1,4,4,5,0,1.370699285,0,1,2,1,0,1,3,1,1,1
303683071,2,0,0,1,4,3,3,0,2.455996767,1,1,2,1,0,1,3,1,1,0
304956866,1,0,0,1,1,2,5,0,0.735657337,-1,1,1,1,1,2,4,0,0,1
305531670,-2,0,0,1,3,4,2,0,6.824205955,-1,1,2,0,1,1,4,1,1,0
305318276,-1,0,0,1,2,1,2,0,3.397660466,1,1,1,1,1,2,3,0,0,0
304121293,1,0,1,0,3,3,6,NA,1.077216257,0,1,2,0,0,0,3,1,1,1
302583936,-1,0,0,1,1,1,6,0,0.20435274,0,1,1,1,1,2,3,0,0,1
304551631,0,0,0,1,1,1,1,NA,2.204491437,0,1,1,0,0,0,4,0,0,0
302638663,-2,1,0,0,1,2,3,-1,0.686589288,-1,1,1,1,0,1,3,0,0,0
303076647,0,1,0,0,2,3,2,-1,3.258319578,-1,1,2,0,1,1,3,0,1,0
302993802,2,1,0,0,1,1,2,-2,0.396977887,0,1,1,1,1,2,4,0,0,0
303154735,-1,1,0,0,1,1,2,-1,0.469890757,0,1,1,1,1,2,4,0,0,0
302448760,-2,1,0,0,1,1,2,-1,0.923898235,0,1,1,0,1,1,3,0,0,0
302514496,-1,1,0,0,1,3,4,-1,1.144084817,-2,1,2,1,1,2,4,0,1,0
302793418,2,1,0,0,1,1,4,-2,0.615276024,0,1,1,1,1,2,4,0,0,0
303089605,-2,1,0,0,1,2,2,0,1.628667307,-1,1,1,1,1,2,3,0,0,0
303249858,0,1,0,0,1,2,2,-1,1.260632527,-1,1,1,0,0,0,3,0,0,0
302626944,-2,1,0,0,1,3,2,-1,1.04575003,-2,1,2,1,1,2,4,0,1,0
302627396,-2,1,0,0,1,4,1,-2,6.907204832,-3,1,2,1,1,2,4,0,1,0
302663430,0,1,0,0,1,2,2,1,0.67761002,-1,1,1,1,1,2,3,0,0,0
302734452,-1,1,0,0,1,1,5,-1,1.807178627,0,1,1,1,1,2,4,0,0,1
302782722,0,1,0,0,1,2,2,-1,1.766461702,-1,1,1,1,0,1,4,0,0,0
303083288,1,1,0,0,3,3,4,1,0.557941109,0,1,2,0,0,0,4,1,1,0
303154601,-2,1,0,0,1,2,1,-1,7.005791393,-1,1,1,1,1,2,3,0,0,0
303334524,-2,1,0,0,1,2,3,-1,1.797280512,-1,1,1,1,1,2,4,0,0,0
303517646,-1,1,0,0,1,1,4,-1,1.029427343,0,1,1,1,1,2,3,0,0,0
303924177,2,1,0,0,4,4,3,-2,1.047225346,0,1,2,1,1,2,4,1,1,0
304304877,1,1,0,0,4,3,5,1,0.544620748,1,1,2,1,1,2,4,1,1,1
304644926,1,1,0,0,3,4,6,1,0.384268439,-1,1,2,1,1,2,3,1,1,1
304957818,-2,1,0,0,1,1,4,-1,1.223364555,0,1,1,1,1,2,4,0,0,0
305270494,-2,1,0,0,1,1,2,-2,0.362434868,0,1,1,1,1,2,3,0,0,0
303177549,0,0,0,1,3,3,2,-1,2.823832709,0,1,2,1,1,2,3,1,1,0
303131041,2,0,1,0,4,3,1,-1,6.907204832,1,1,2,0,0,0,NA,1,1,0
302537919,1,0,1,0,1,1,3,0,0.993395195,0,1,1,1,0,1,4,0,0,0
302555672,1,0,1,0,4,4,5,0,0.45232657,0,1,2,1,1,2,3,1,1,1
302881804,1,0,1,0,3,3,3,0,0.43850248,0,1,2,0,0,0,3,1,1,0
303073768,1,0,1,0,3,2,3,0,1.487322067,1,1,1,0,0,0,4,1,0,0
303209170,0,0,1,0,4,2,6,1,0.233841841,2,1,1,0,0,0,1,1,0,1
303215308,1,0,1,0,4,NA,3,0,0.961963702,NA,0,0,1,0,1,2,1,NA,0
303257475,-1,0,1,0,3,1,5,1,0.598628381,2,1,1,1,0,1,4,1,0,1
303289158,0,0,1,0,2,2,3,-1,3.387735129,0,1,1,1,0,1,2,0,0,0
303293581,1,0,1,0,2,4,6,1,0.376147248,-2,1,2,1,0,1,2,0,1,1
303323371,-1,0,1,0,4,4,6,1,0.393706372,0,1,2,0,0,0,3,1,1,1
303508928,1,0,1,0,4,NA,5,0,0.879519062,NA,0,0,0,0,0,3,1,NA,1
303612705,1,0,1,0,3,3,3,0,1.867733122,0,1,2,1,1,2,4,1,1,0
303970624,0,0,1,0,2,2,4,1,0.742366361,0,1,1,0,0,0,2,0,0,0
304474598,1,0,1,0,4,3,2,-1,2.056162312,1,1,2,0,0,0,3,1,1,0
302517172,2,0,1,0,4,1,2,0,0.906725874,3,1,1,1,1,2,4,1,0,0
302522513,2,0,1,0,3,1,5,1,0.753725657,2,1,1,1,1,2,4,1,0,1
302647311,2,0,1,0,4,1,5,0,0.753725657,3,1,1,1,0,1,4,1,0,1
302864310,2,0,1,0,4,1,2,0,1.334853054,3,1,1,1,1,2,4,1,0,0
303302759,1,0,1,0,4,4,5,-1,3.08951051,0,1,2,0,1,1,4,1,1,1
303303021,0,0,1,0,3,3,3,0,1.068956415,0,1,2,0,0,0,4,1,1,0
303305433,NA,0,1,0,3,3,3,0,0.653054767,0,1,2,1,0,1,3,1,1,0
303363200,1,0,1,0,2,2,5,0,0.631813139,0,1,1,0,0,0,3,0,0,1
303469967,2,0,1,0,4,1,4,2,0.179409332,3,1,1,0,1,1,2,1,0,0
303507841,2,0,1,0,4,1,5,1,0.771926075,3,1,1,0,1,1,2,1,0,1
303729095,1,0,1,0,4,2,3,1,1.003561365,2,1,1,0,0,0,3,1,0,0
303757483,2,0,1,0,2,4,6,-2,0.169790419,-2,1,2,1,0,1,2,0,1,1
304007568,2,0,1,0,4,2,5,1,0.598628381,2,1,1,1,0,1,4,1,0,1
304124686,2,0,1,0,4,1,6,1,1.137943174,3,1,1,1,1,2,4,1,0,1
304229429,0,0,1,0,4,NA,2,0,0.362908051,NA,0,0,0,0,0,3,1,NA,0
305295505,2,0,1,0,4,1,3,2,0.630387685,3,1,1,1,1,2,4,1,0,0
305341396,0,0,1,0,3,3,2,0,1.358138468,0,1,2,1,1,2,4,1,1,0
302474415,2,0,0,1,2,1,5,-1,1.029133569,1,1,1,1,1,2,4,0,0,1
302635503,2,0,0,1,4,3,5,0,0.997450981,1,1,2,1,0,1,4,1,1,1
302994955,-1,0,0,1,3,3,4,1,0.94793187,0,1,2,0,0,0,4,1,1,0
303158804,2,0,0,1,3,1,6,0,0.368468147,2,1,1,1,1,2,4,1,0,1
303326368,2,0,0,1,4,NA,6,1,0.542431162,NA,0,0,0,0,0,1,1,NA,1
303487096,1,0,0,1,1,NA,3,0,0.484345891,NA,0,0,0,0,0,3,0,NA,0
305231856,-2,0,0,1,4,4,1,0,6.907204832,0,1,2,1,0,1,3,1,1,0
302485579,1,0,1,0,3,2,3,0,0.993395195,1,1,1,1,1,2,4,1,0,0
302544671,2,0,1,0,3,1,3,0,0.379238727,2,1,1,1,1,2,4,1,0,0
303263390,-2,0,1,0,3,2,3,0,0.619725974,1,1,1,1,1,2,3,1,0,0
