V101,veto_app,rep,dem,ind,pres_app,cong_app,ed,ideol,weight,pres_cong_diff,cong_rate,cong_rate2,house_know,senate_know,chamber_know,news_int,pres_bin,cong_bin,col_grad
303379092,1,0,1,0,4,3,5,0,0.631813139,1,1,2,0,0,0,3,1,1,1
303453629,0,0,1,0,1,1,4,0,0.991987833,0,1,1,1,1,2,4,0,0,0
304440127,NA,0,1,0,3,1,3,2,0.337920905,2,1,1,0,0,0,4,1,0,0
304879433,1,0,1,0,NA,1,3,1,0.787319562,NA,1,1,0,0,0,1,NA,0,0
305346433,1,0,1,0,3,2,2,0,1.813970625,1,1,1,0,1,1,3,1,0,0
303447144,0,0,0,1,3,NA,5,NA,0.558517848,NA,0,0,0,0,0,1,1,NA,1
303387691,0,0,0,1,NA,NA,3,NA,0.242549827,NA,0,0,0,0,0,1,NA,NA,0
302476580,1,1,0,0,3,2,5,-1,0.726625825,1,1,1,1,0,1,4,1,0,1
305445632,-2,1,0,0,1,NA,2,1,0.830848209,NA,0,0,0,0,0,2,0,NA,0
302662859,2,1,0,0,1,3,4,0,0.914072769,-2,1,2,1,1,2,3,0,1,0
303302367,1,1,0,0,3,3,5,1,0.618326904,0,1,2,0,0,0,2,1,1,1
303319598,1,1,0,0,1,2,4,0,0.554559886,-1,1,1,0,0,0,3,0,0,0
303443822,0,1,0,0,2,2,2,-1,0.48000745,0,1,1,1,0,1,NA,0,0,0
303697723,1,1,0,0,NA,NA,3,-1,0.135415643,NA,0,0,0,0,0,NA,NA,NA,0
304480003,0,1,0,0,4,2,3,-1,2.537574602,2,1,1,0,1,1,1,1,0,0
302606075,-2,1,0,0,1,NA,4,-2,0.96792865,NA,0,0,1,1,2,4,0,NA,0
302632688,-2,1,0,0,1,1,3,-2,0.515741571,0,1,1,0,1,1,4,0,0,0
303314081,0,1,0,0,1,3,2,1,0.449923386,-2,1,2,1,1,2,3,0,1,0
303517141,-2,1,0,0,4,2,2,0,0.770483392,2,1,1,1,0,1,2,1,0,0
303616743,2,1,0,0,4,4,6,1,0.719177501,0,1,2,1,1,2,4,1,1,1
304092568,-1,1,0,0,2,3,2,-1,0.979754317,-1,1,2,1,1,2,2,0,1,0
304495313,-2,1,0,0,1,1,2,-1,1.060090706,0,1,1,1,0,1,3,0,0,0
305291556,0,1,0,0,2,2,2,-2,0.257487749,0,1,1,0,0,0,1,0,0,0
303989417,1,NA,NA,NA,NA,NA,2,-1,0.673120075,NA,0,0,0,0,0,NA,NA,NA,0
304442872,NA,NA,NA,NA,4,4,1,-2,1.80594292,0,1,2,1,0,1,3,1,1,0
301422487,1,0,1,0,4,1,3,1,0.993395195,3,1,1,1,1,2,4,1,0,0
302396904,-1,0,1,0,3,3,6,0,0.34830813,0,1,2,1,0,1,2,1,1,1
302517234,2,0,1,0,4,2,3,1,2.176688207,2,1,1,1,1,2,4,1,0,0
302536475,2,0,1,0,2,1,6,0,0.965519963,1,1,1,1,1,2,4,0,0,1
302787498,NA,0,1,0,4,1,5,1,0.997450981,3,1,1,0,1,1,4,1,0,1
302799444,2,0,1,0,4,1,3,1,0.991987833,3,1,1,1,1,2,4,1,0,0
303065548,2,0,1,0,3,2,3,1,0.946776301,1,1,1,1,0,1,4,1,0,0
303171056,1,0,1,0,3,2,5,1,0.150338202,1,1,1,0,0,0,4,1,0,1
303180028,2,0,1,0,4,2,4,1,0.993395195,2,1,1,1,1,2,4,1,0,0
303207934,-1,0,1,0,3,2,2,0,0.694252652,1,1,1,0,1,1,3,1,0,0
303232731,-1,0,1,0,4,1,3,0,1.475465579,3,1,1,1,1,2,4,1,0,0
303715125,2,0,1,0,3,2,2,-1,0.175084998,1,1,1,0,0,0,2,1,0,0
303817979,-1,0,1,0,2,2,5,1,0.406557149,0,1,1,1,1,2,3,0,0,1
303874391,1,0,1,0,4,3,5,0,0.640944763,1,1,2,1,1,2,4,1,1,1
301331809,2,0,1,0,3,1,6,2,0.606455309,2,1,1,1,1,2,4,1,0,1
301522426,2,0,1,0,3,1,5,2,0.633859402,2,1,1,1,1,2,4,1,0,1
302528377,1,0,1,0,3,2,5,2,0.511906634,1,1,1,1,1,2,4,1,0,1
302541483,2,0,1,0,4,1,6,0,0.954327476,3,1,1,1,1,2,4,1,0,1
302542881,2,0,1,0,3,1,5,2,0.455057292,2,1,1,0,1,1,3,1,0,1
302550865,1,0,1,0,4,1,5,1,0.759426639,3,1,1,1,1,2,3,1,0,1
302551081,2,0,1,0,4,1,5,1,0.426903666,3,1,1,1,1,2,4,1,0,1
302553121,2,0,1,0,4,1,5,2,0.478977015,3,1,1,1,1,2,4,1,0,1
302554519,2,0,1,0,4,2,5,2,0.758275942,2,1,1,1,1,2,4,1,0,1
302603023,2,0,1,0,4,1,3,1,0.993395195,3,1,1,1,1,2,4,1,0,0
302604697,2,0,1,0,4,1,6,1,1.137943174,3,1,1,1,1,2,4,1,0,1
302624355,-1,0,1,0,3,1,3,1,0.831511944,2,1,1,1,1,2,4,1,0,0
302627401,NA,0,1,0,4,1,2,1,0.919160071,3,1,1,1,1,2,3,1,0,0
302638242,1,0,1,0,4,1,2,2,0.848271419,3,1,1,1,1,2,4,1,0,0
302738733,2,0,1,0,4,1,3,1,0.991987833,3,1,1,1,1,2,4,1,0,0
302747547,2,0,1,0,4,1,6,1,0.858220123,3,1,1,1,1,2,4,1,0,1
302820746,2,0,1,0,4,1,5,2,0.633859402,3,1,1,1,0,1,4,1,0,1
302847154,2,0,1,0,4,1,6,2,0.606455309,3,1,1,1,1,2,4,1,0,1
302851859,1,0,1,0,4,1,6,1,1.137943174,3,1,1,1,1,2,4,1,0,1
302859843,2,0,1,0,4,1,6,0,0.965519963,3,1,1,1,1,2,4,1,0,1
302883404,2,0,1,0,4,1,5,2,0.511906634,3,1,1,1,1,2,4,1,0,1
302904595,-1,0,1,0,4,2,6,2,0.380362065,2,1,1,1,1,2,3,1,0,1
302929755,2,0,1,0,3,2,5,2,0.478977015,1,1,1,1,1,2,4,1,0,1
302952989,1,0,1,0,4,1,3,0,0.993395195,3,1,1,1,1,2,4,1,0,0
303002186,2,0,1,0,3,1,5,1,0.805544215,2,1,1,1,1,2,4,1,0,1
303063036,1,0,1,0,4,1,5,1,0.997450981,3,1,1,1,1,2,4,1,0,1
303068720,2,0,1,0,4,1,4,2,0.630387685,3,1,1,1,1,2,4,1,0,0
303071149,2,0,1,0,3,1,3,2,0.631282034,2,1,1,1,1,2,4,1,0,0
303133499,2,0,1,0,4,1,5,1,0.753725657,3,1,1,1,1,2,4,1,0,1
303165959,1,0,1,0,3,2,2,0,1.531624657,1,1,1,0,1,1,4,1,0,0
303169530,NA,0,1,0,3,2,4,0,1.306249493,1,1,1,1,1,2,4,1,0,0
303173929,2,0,1,0,4,3,4,0,1.012860464,1,1,2,1,0,1,3,1,1,0
303204423,2,0,1,0,4,1,6,2,0.259486135,3,1,1,0,1,1,3,1,0,1
303212300,2,0,1,0,4,1,3,1,0.70427727,3,1,1,1,1,2,3,1,0,0
303219125,2,0,1,0,4,1,3,-1,1.841423127,3,1,1,1,1,2,4,1,0,0
303235557,2,0,1,0,3,1,6,2,0.892512546,2,1,1,1,1,2,4,1,0,1
303253010,0,0,1,0,3,2,5,1,1.658725424,1,1,1,0,0,0,4,1,0,1
303281267,2,0,1,0,4,1,3,1,0.450295645,3,1,1,1,1,2,3,1,0,0
303332685,1,0,1,0,NA,2,2,2,0.458221428,NA,1,1,1,1,2,2,NA,0,0
303377992,-1,0,1,0,4,2,2,NA,0.147129406,2,1,1,1,0,1,2,1,0,0
303384316,1,0,1,0,4,3,5,0,0.402463342,1,1,2,1,1,2,3,1,1,1
303435036,1,0,1,0,3,1,2,1,1.817340852,2,1,1,1,1,2,4,1,0,0
303508514,2,0,1,0,4,2,5,1,0.753725657,2,1,1,1,0,1,4,1,0,1
303515388,2,0,1,0,4,1,5,2,0.923947122,3,1,1,1,1,2,4,1,0,1
303520496,2,0,1,0,4,NA,3,0,1.185589282,NA,0,0,1,1,2,4,1,NA,0
303602931,0,0,1,0,3,2,3,1,0.993395195,1,1,1,0,0,0,4,1,0,0
303686914,2,0,1,0,4,2,5,1,1.166656412,2,1,1,1,1,2,4,1,0,1
303846216,1,0,1,0,3,4,2,1,0.939140393,-1,1,2,1,0,1,3,1,1,0
304132435,0,0,1,0,4,1,2,1,1.258432436,3,1,1,0,0,0,3,1,0,0
304459830,1,0,1,0,3,3,2,-1,2.755943724,0,1,2,1,0,1,3,1,1,0
304523166,2,0,1,0,4,1,2,1,0.544145209,3,1,1,1,1,2,3,1,0,0
304523232,2,0,1,0,4,1,6,2,0.200441587,3,1,1,1,1,2,4,1,0,1
304593427,0,0,1,0,4,2,3,1,2.547753851,2,1,1,1,1,2,3,1,0,0
304674769,2,0,1,0,3,1,5,1,0.753725657,2,1,1,1,1,2,4,1,0,1
304775304,2,0,1,0,4,1,5,2,0.380392318,3,1,1,1,1,2,3,1,0,1
304813685,2,0,1,0,4,3,2,0,1.334853054,1,1,2,1,1,2,4,1,1,0
304956147,2,0,1,0,3,1,6,0,0.858220123,2,1,1,1,1,2,4,1,0,1
304957986,2,0,1,0,4,1,3,-1,1.253411344,3,1,1,1,1,2,4,1,0,0
302510538,0,0,0,1,1,1,5,0,0.199978729,0,1,1,1,0,1,2,0,0,1
302514645,2,0,0,1,3,1,6,0,0.965519963,2,1,1,1,1,2,4,1,0,1
302604638,0,0,0,1,3,3,3,0,0.828532725,0,1,2,0,0,0,2,1,1,0
302619267,0,0,0,1,3,1,5,0,0.483423974,2,1,1,1,0,1,3,1,0,1
302897226,1,0,0,1,4,1,2,0,0.919160071,3,1,1,1,0,1,3,1,0,0
303200543,-1,0,0,1,2,2,5,0,0.24354758,0,1,1,0,0,0,1,0,0,1
303348796,2,0,0,1,3,2,5,0,0.670181151,1,1,1,1,1,2,4,1,0,1
303433572,1,0,0,1,NA,NA,3,1,0.880918193,NA,0,0,0,0,0,2,NA,NA,0
303496391,1,0,0,1,2,1,3,2,0.873026433,1,1,1,1,1,2,4,0,0,0
303535209,0,0,0,1,3,1,3,-1,0.514055602,2,1,1,1,1,2,1,1,0,0
303550664,0,0,0,1,3,3,2,0,0.273602386,0,1,2,1,1,2,3,1,1,0
303609526,0,0,0,1,2,2,3,NA,0.266169261,0,1,1,0,0,0,2,0,0,0
303626328,-2,0,0,1,1,1,3,0,0.696399702,0,1,1,1,1,2,4,0,0,0
304204152,-1,0,0,1,4,1,4,1,0.595312698,3,1,1,0,1,1,3,1,0,0
304255939,1,0,0,1,3,2,3,0,0.988313519,1,1,1,0,0,0,3,1,0,0
304332882,1,0,0,1,3,3,2,0,0.721064342,0,1,2,1,1,2,2,1,1,0
304659333,0,0,0,1,2,2,6,0,0.384268439,0,1,1,0,0,0,3,0,0,1
304956165,2,0,0,1,2,1,5,0,0.400395116,1,1,1,1,1,2,4,0,0,1
304958090,0,0,0,1,1,2,5,-1,0.986250174,-1,1,1,1,1,2,4,0,0,1
305069653,1,0,0,1,2,2,2,0,1.302853943,0,1,1,1,0,1,4,0,0,0
302517326,2,0,1,0,4,1,4,1,0.73069015,3,1,1,1,1,2,4,1,0,0
302669942,0,0,1,0,3,1,3,2,1.00749885,2,1,1,1,1,2,4,1,0,0
302734327,2,0,1,0,4,1,5,0,0.753725657,3,1,1,1,1,2,4,1,0,1
302735308,1,0,1,0,3,1,3,1,1.644118498,2,1,1,1,1,2,4,1,0,0
302876675,1,0,1,0,4,1,6,1,0.965519963,3,1,1,1,1,2,4,1,0,1
302930551,2,0,1,0,4,3,5,0,0.598591248,1,1,2,1,1,2,3,1,1,1
303047312,2,0,1,0,4,2,5,0,0.598591248,2,1,1,1,0,1,3,1,0,1
303137198,1,0,1,0,4,2,4,1,0.993395195,2,1,1,1,1,2,4,1,0,0
303467122,2,0,1,0,4,1,3,0,0.991987833,3,1,1,1,1,2,4,1,0,0
303513313,0,0,1,0,3,2,4,1,2.499712648,1,1,1,1,1,2,3,1,0,0
303532068,2,0,1,0,3,1,3,0,0.595312698,2,1,1,1,1,2,3,1,0,0
303769585,1,0,1,0,4,1,4,0,0.408358083,3,1,1,1,0,1,3,1,0,0
303867863,1,0,1,0,4,1,3,1,1.694008866,3,1,1,1,1,2,3,1,0,0
303999488,1,0,1,0,4,1,4,0,0.441467219,3,1,1,1,1,2,2,1,0,0
304144932,-1,0,1,0,4,1,2,1,1.672107573,3,1,1,0,1,1,3,1,0,0
304438738,2,0,1,0,3,1,5,0,0.526715261,2,1,1,0,0,0,3,1,0,1
304916288,1,0,1,0,3,1,3,1,0.671453339,2,1,1,1,1,2,1,1,0,0
303423043,1,0,0,1,4,NA,2,NA,1.228157958,NA,0,0,0,0,0,1,1,NA,0
303460215,0,0,0,1,2,3,5,-1,0.779477254,-1,1,2,0,1,1,1,0,1,1
303203838,0,0,1,0,4,3,6,NA,0.24427904,1,1,2,1,1,2,2,1,1,1
302628672,2,0,1,0,2,1,5,2,0.369320636,1,1,1,1,1,2,4,0,0,1
303094863,1,0,1,0,1,1,4,1,0.133839289,0,1,1,1,1,2,3,0,0,0
303320318,1,0,1,0,3,1,3,2,0.266464256,2,1,1,1,1,2,4,1,0,0
305078979,2,0,1,0,4,1,2,1,0.304050444,3,1,1,1,1,2,4,1,0,0
302514873,1,1,0,0,2,3,3,0,0.496658155,-1,1,2,1,1,2,4,0,1,0
302525653,2,1,0,0,2,1,4,0,0.675221672,1,1,1,1,0,1,4,0,0,0
302616357,-2,1,0,0,1,2,2,-1,1.642803157,-1,1,1,1,1,2,4,0,0,0
303332148,-2,1,0,0,1,1,2,0,1.129122387,0,1,1,0,0,0,4,0,0,0
303518356,0,1,0,0,3,4,2,2,0.733793705,-1,1,2,0,1,1,3,1,1,0
304220918,-1,1,0,0,1,1,2,0,1.564918481,0,1,1,1,1,2,4,0,0,0
304961300,1,1,0,0,1,1,6,-1,1.113558749,0,1,1,1,1,2,4,0,0,1
303622667,-2,1,0,0,1,2,3,-2,0.188060362,-1,1,1,1,1,2,4,0,0,0
301522843,-1,1,0,0,2,3,3,0,0.80867113,-1,1,2,0,0,0,2,0,1,0
302408457,-1,1,0,0,1,1,5,-1,0.929054648,0,1,1,1,1,2,4,0,0,1
302561790,2,1,0,0,1,1,3,-1,0.467344409,0,1,1,1,0,1,3,0,0,0
303326382,-1,1,0,0,1,3,4,-1,1.091941207,-2,1,2,1,1,2,4,0,1,0
303335857,-1,1,0,0,1,1,5,-1,1.913050252,0,1,1,1,1,2,4,0,0,1
303404579,-2,1,0,0,NA,NA,2,-1,0.62757652,NA,0,0,1,1,2,3,NA,NA,0
303450502,-2,1,0,0,2,3,5,-1,0.825879299,-1,1,2,0,0,0,3,0,1,1
303469882,-1,1,0,0,1,1,5,-1,0.869290985,0,1,1,1,1,2,4,0,0,1
303494007,-1,1,0,0,2,3,2,0,1.494908535,-1,1,2,0,0,0,4,0,1,0
303698564,-1,1,0,0,1,2,3,-1,1.292723067,-1,1,1,0,0,0,3,0,0,0
303861091,1,1,0,0,2,3,2,0,1.129122387,-1,1,2,1,0,1,4,0,1,0
303923047,0,1,0,0,1,2,2,-1,2.418482669,-1,1,1,1,1,2,4,0,0,0
304168059,0,1,0,0,1,1,6,0,0.598543642,0,1,1,0,1,1,3,0,0,1
304618236,1,1,0,0,2,NA,4,0,1.955770954,NA,0,0,0,0,0,3,0,NA,0
302594048,2,1,0,0,1,3,3,-1,1.144084817,-2,1,2,1,1,2,4,0,1,0
302817437,1,1,0,0,NA,4,5,1,0.61356868,NA,1,2,1,1,2,2,NA,1,1
303055837,-1,1,0,0,1,3,5,-2,0.350039773,-2,1,2,1,1,2,3,0,1,1
303200821,-2,1,0,0,1,1,2,-1,1.539520004,0,1,1,1,1,2,4,0,0,0
303214899,-2,1,0,0,1,2,2,-2,0.717533848,-1,1,1,1,1,2,4,0,0,0
303338776,1,1,0,0,2,3,5,1,0.127432941,-1,1,2,1,1,2,NA,0,1,1
303477249,1,1,0,0,1,2,3,-2,2.75041462,-1,1,1,1,1,2,4,0,0,0
303512206,-2,1,0,0,1,2,3,-1,1.506530789,-1,1,1,1,1,2,4,0,0,0
303595304,-2,1,0,0,1,1,3,-1,1.797280512,0,1,1,1,1,2,4,0,0,0
303689834,2,1,0,0,1,3,4,-1,0.592379108,-2,1,2,1,1,2,3,0,1,0
304383476,0,1,0,0,3,3,5,-1,0.219331138,0,1,2,1,0,1,3,1,1,1
304458918,0,1,0,0,1,2,2,-2,0.562392675,-1,1,1,1,1,2,4,0,0,0
304635616,-1,1,0,0,1,1,3,-1,0.743891391,0,1,1,1,1,2,3,0,0,0
304675079,1,1,0,0,1,1,6,-1,1.014117549,0,1,1,1,1,2,4,0,0,1
305157345,1,1,0,0,3,1,3,-1,1.124272506,2,1,1,1,0,1,3,1,0,0
302930569,2,NA,NA,NA,NA,NA,1,NA,0.41263404,NA,0,0,0,0,0,NA,NA,NA,0
304248986,2,NA,NA,NA,4,NA,5,NA,0.537317045,NA,0,0,0,0,0,1,1,NA,1
305321852,-2,NA,NA,NA,2,NA,2,NA,0.185910064,NA,0,0,0,0,0,NA,0,NA,0
302517972,1,0,1,0,3,1,6,0,0.997371653,2,1,1,1,1,2,4,1,0,1
302529265,2,0,1,0,1,1,6,-1,0.989807113,0,1,1,1,1,2,4,0,0,1
302579300,-2,0,1,0,2,1,3,0,0.914072769,1,1,1,0,1,1,3,0,0,0
302609257,-1,0,1,0,1,2,4,0,0.811578931,-1,1,1,0,0,0,4,0,0,0
302612691,-2,0,1,0,1,3,2,-2,0.298586126,-2,1,2,1,1,2,2,0,1,0
302620379,1,0,1,0,NA,NA,6,1,0.754671802,NA,0,0,0,0,0,3,NA,NA,1
302652541,1,0,1,0,3,1,6,1,0.997371653,2,1,1,1,1,2,4,1,0,1
302660870,1,0,1,0,4,3,4,1,0.991987833,1,1,2,1,1,2,4,1,1,0
302706301,1,0,1,0,1,2,4,0,0.395058486,-1,1,1,0,0,0,1,0,0,0
302843909,1,0,1,0,3,3,6,0,0.579428775,0,1,2,1,0,1,3,1,1,1
302922996,1,0,1,0,3,3,3,0,0.441467219,0,1,2,1,1,2,2,1,1,0
302967610,1,0,1,0,2,1,2,0,3.121785113,1,1,1,1,0,1,4,0,0,0
303133124,2,0,1,0,3,1,5,0,0.805544215,2,1,1,1,1,2,4,1,0,1
303181650,1,0,1,0,3,3,3,-1,0.4707372,0,1,2,0,0,0,2,1,1,0
303192376,-1,0,1,0,4,3,6,1,0.344416504,1,1,2,1,0,1,3,1,1,1
303193474,2,0,1,0,3,1,6,2,0.613567902,2,1,1,1,1,2,4,1,0,1
303200306,1,0,1,0,4,1,6,0,0.368468147,3,1,1,1,1,2,4,1,0,1
303215383,0,0,1,0,NA,NA,2,1,0.460063825,NA,0,0,0,0,0,1,NA,NA,0
303215426,1,0,1,0,3,2,5,0,0.483423974,1,1,1,1,0,1,3,1,0,1
303247277,0,0,1,0,3,1,5,1,0.281783224,2,1,1,1,1,2,3,1,0,1
303289318,1,0,1,0,3,2,2,0,2.096964618,1,1,1,1,1,2,4,1,0,0
303302189,0,0,1,0,4,4,5,0,1.097955197,0,1,2,1,0,1,3,1,1,1
303326177,1,0,1,0,NA,NA,5,1,0.675851947,NA,0,0,0,0,0,1,NA,NA,1
303346666,-2,0,1,0,4,1,5,1,0.50170546,3,1,1,0,0,0,3,1,0,1
303473802,0,0,1,0,NA,NA,6,0,0.396975623,NA,0,0,0,0,0,2,NA,NA,1
303532261,1,0,1,0,3,NA,3,NA,0.428562829,NA,0,0,1,1,2,3,1,NA,0
303622967,NA,0,1,0,1,3,2,0,0.941734824,-2,1,2,0,0,0,2,0,1,0
303627115,1,0,1,0,4,3,3,0,0.527414449,1,1,2,0,0,0,2,1,1,0
303630168,0,0,1,0,2,1,2,0,1.552878932,1,1,1,0,0,0,2,0,0,0
303764937,0,0,1,0,3,3,6,0,0.221125461,0,1,2,0,0,0,3,1,1,1
303840137,1,0,1,0,3,NA,2,1,0.363884722,NA,0,0,1,1,2,2,1,NA,0
303997468,1,0,1,0,NA,2,2,0,0.556156639,NA,1,1,0,0,0,NA,NA,0,0
304051067,0,0,1,0,4,NA,5,0,0.61492369,NA,0,0,1,0,1,4,1,NA,1
304209639,2,0,1,0,4,2,3,1,0.645981756,2,1,1,1,0,1,1,1,0,0
304675450,2,0,1,0,3,1,5,0,0.326675357,2,1,1,1,1,2,3,1,0,1
305168469,0,0,1,0,4,NA,2,0,0.614198448,NA,0,0,1,1,2,2,1,NA,0
306910554,1,0,1,0,4,3,2,-1,1.029109811,1,1,2,0,0,0,3,1,1,0
301411671,2,0,1,0,4,1,6,2,0.633808991,3,1,1,0,1,1,4,1,0,1
301514452,2,0,1,0,4,1,6,1,0.954327476,3,1,1,1,1,2,4,1,0,1
302429518,-2,0,1,0,4,1,3,1,0.993395195,3,1,1,1,1,2,4,1,0,0
302511679,2,0,1,0,3,1,5,1,0.753725657,2,1,1,1,1,2,4,1,0,1
302515392,2,0,1,0,3,1,5,1,1.184052453,2,1,1,1,1,2,4,1,0,1
302518242,2,0,1,0,4,1,4,0,0.991987833,3,1,1,1,1,2,4,1,0,0
302522037,2,0,1,0,3,1,3,1,0.675221672,2,1,1,1,1,2,4,1,0,0
302532112,0,0,1,0,4,2,2,1,1.531624657,2,1,1,1,1,2,4,1,0,0
302576457,2,0,1,0,3,1,3,1,0.991987833,2,1,1,1,1,2,4,1,0,0
302619421,NA,0,1,0,4,NA,4,2,0.753417389,NA,0,0,0,0,0,4,1,NA,0
302641423,1,0,1,0,4,1,5,0,0.256193841,3,1,1,1,1,2,3,1,0,1
302648473,NA,0,1,0,3,NA,3,0,0.56818031,NA,0,0,1,1,2,3,1,NA,0
302799013,2,0,1,0,4,1,6,1,0.965519963,3,1,1,1,1,2,4,1,0,1
302803838,2,0,1,0,4,3,4,-1,0.840741859,1,1,2,0,0,0,3,1,1,0
302856632,1,0,1,0,4,1,5,1,0.753725657,3,1,1,1,1,2,4,1,0,1
302881926,1,0,1,0,4,1,5,2,0.633859402,3,1,1,1,1,2,4,1,0,1
302914784,1,0,1,0,4,1,5,1,0.805544215,3,1,1,1,1,2,4,1,0,1
302928416,2,0,1,0,4,2,6,0,0.954327476,2,1,1,1,1,2,4,1,0,1
302939520,2,0,1,0,3,3,6,2,0.383613369,0,1,2,0,0,0,3,1,1,1
303041336,0,0,1,0,4,2,3,1,0.831511944,2,1,1,1,1,2,4,1,0,0
303146173,2,0,1,0,4,1,4,1,0.993395195,3,1,1,1,1,2,4,1,0,0
303184358,2,0,1,0,4,3,5,1,0.358711708,1,1,2,0,1,1,3,1,1,1
303184527,2,0,1,0,4,1,2,2,0.576205479,3,1,1,1,1,2,4,1,0,0
303184803,1,0,1,0,3,3,6,2,0.364709039,0,1,2,0,0,0,4,1,1,1
303193210,2,0,1,0,4,1,6,1,1.60340793,3,1,1,1,1,2,4,1,0,1
303204680,1,0,1,0,4,1,2,2,3.479177589,3,1,1,1,1,2,2,1,0,0
303260104,2,0,1,0,3,1,4,1,2.822779001,2,1,1,1,0,1,4,1,0,0
303273538,2,0,1,0,4,4,3,0,0.131717251,0,1,2,0,1,1,NA,1,1,0
303302343,1,0,1,0,3,3,4,1,0.42076341,0,1,2,0,1,1,1,1,1,0
303308717,NA,0,1,0,3,1,2,1,0.955301505,2,1,1,0,0,0,3,1,0,0
303564236,1,0,1,0,4,1,5,2,0.31882341,3,1,1,1,1,2,3,1,0,1
303602769,0,0,1,0,4,3,5,0,0.358711708,1,1,2,0,1,1,3,1,1,1
303634697,1,0,1,0,3,2,5,1,0.50170546,1,1,1,0,1,1,3,1,0,1
303824636,2,0,1,0,3,2,5,0,0.60425054,1,1,1,0,0,0,3,1,0,1
